full_name,type_name,parent_type_name,name,type,policy_update_counter,display_name,email,data
organization/660570133860/project/inventory-db-cleanup/subnetwork/1001570213685861850/,subnetwork/1001570213685861850,project/inventory-db-cleanup,1001570213685861850,subnetwork,0,,,"{"creationTimestamp": "2018-05-11T16:11:49.500-07:00", "fingerprint": "XG7dVm63k3U=", "gatewayAddress": "10.148.0.1", "id": "1001570213685861850", "ipCidrRange": "10.148.0.0/20", "kind": "compute#subnetwork", "name": "default", "network": "https://www.googleapis.com/compute/v1/projects/inventory-db-cleanup/global/networks/default", "privateIpGoogleAccess": false, "region": "https://www.googleapis.com/compute/v1/projects/inventory-db-cleanup/regions/asia-southeast1", "selfLink": "https://www.googleapis.com/compute/v1/projects/inventory-db-cleanup/regions/asia-southeast1/subnetworks/default"}"
organization/660570133860/project/steady-circuit-182208/subnetwork/1001821894526445153/,subnetwork/1001821894526445153,project/steady-circuit-182208,1001821894526445153,subnetwork,0,,,"{"creationTimestamp": "2017-10-07T02:04:14.845-07:00", "fingerprint": "qtbHjDf-dZk=", "gatewayAddress": "10.140.0.1", "id": "1001821894526445153", "ipCidrRange": "10.140.0.0/20", "kind": "compute#subnetwork", "name": "default", "network": "https://www.googleapis.com/compute/v1/projects/steady-circuit-182208/global/networks/default", "privateIpGoogleAccess": false, "region": "https://www.googleapis.com/compute/v1/projects/steady-circuit-182208/regions/asia-east1", "selfLink": "https://www.googleapis.com/compute/v1/projects/steady-circuit-182208/regions/asia-east1/subnetworks/default"}"
organization/660570133860/project/joe-test-proj45/subnetwork/1018699496743952894/,subnetwork/1018699496743952894,project/joe-test-proj45,1018699496743952894,subnetwork,0,,,"{"creationTimestamp": "2018-04-30T11:23:13.177-07:00", "fingerprint": "PEFkp7fNNEw=", "gatewayAddress": "10.158.0.1", "id": "1018699496743952894", "ipCidrRange": "10.158.0.0/20", "kind": "compute#subnetwork", "name": "default", "network": "https://www.googleapis.com/compute/v1/projects/joe-test-proj45/global/networks/default", "privateIpGoogleAccess": false, "region": "https://www.googleapis.com/compute/v1/projects/joe-test-proj45/regions/southamerica-east1", "selfLink": "https://www.googleapis.com/compute/v1/projects/joe-test-proj45/regions/southamerica-east1/subnetworks/default"}"
organization/660570133860/folder/138672061205/project/forseti-test-16/subnetwork/1024474496934599455/,subnetwork/1024474496934599455,project/forseti-test-16,1024474496934599455,subnetwork,0,,,"{"creationTimestamp": "2017-08-17T20:58:40.188-07:00", "fingerprint": "LPRVjH_4W-s=", "gatewayAddress": "10.138.0.1", "id": "1024474496934599455", "ipCidrRange": "10.138.0.0/20", "kind": "compute#subnetwork", "name": "default", "network": "https://www.googleapis.com/compute/v1/projects/forseti-test-16/global/networks/default", "privateIpGoogleAccess": false, "region": "https://www.googleapis.com/compute/v1/projects/forseti-test-16/regions/us-west1", "selfLink": "https://www.googleapis.com/compute/v1/projects/forseti-test-16/regions/us-west1/subnetworks/default"}"
organization/660570133860/project/iap-1-174217/subnetwork/1025967595072185829/,subnetwork/1025967595072185829,project/iap-1-174217,1025967595072185829,subnetwork,0,,,"{"creationTimestamp": "2017-11-02T10:51:06.121-07:00", "fingerprint": "mp71k75M-Mk=", "gatewayAddress": "10.160.0.1", "id": "1025967595072185829", "ipCidrRange": "10.160.0.0/20", "kind": "compute#subnetwork", "name": "default", "network": "https://www.googleapis.com/compute/v1/projects/iap-1-174217/global/networks/default", "privateIpGoogleAccess": false, "region": "https://www.googleapis.com/compute/v1/projects/iap-1-174217/regions/asia-south1", "selfLink": "https://www.googleapis.com/compute/v1/projects/iap-1-174217/regions/asia-south1/subnetworks/default"}"
organization/660570133860/project/pso-cicd3/subnetwork/1026933485968762538/,subnetwork/1026933485968762538,project/pso-cicd3,1026933485968762538,subnetwork,0,,,"{"creationTimestamp": "2017-09-08T06:16:53.903-07:00", "fingerprint": "mIO-856CrZ0=", "gatewayAddress": "10.158.0.1", "id": "1026933485968762538", "ipCidrRange": "10.158.0.0/20", "kind": "compute#subnetwork", "name": "default", "network": "https://www.googleapis.com/compute/v1/projects/pso-cicd3/global/networks/default", "privateIpGoogleAccess": false, "region": "https://www.googleapis.com/compute/v1/projects/pso-cicd3/regions/southamerica-east1", "selfLink": "https://www.googleapis.com/compute/v1/projects/pso-cicd3/regions/southamerica-east1/subnetworks/default"}"
organization/660570133860/project/joe-test-proj45/subnetwork/1032904139002798591/,subnetwork/1032904139002798591,project/joe-test-proj45,1032904139002798591,subnetwork,0,,,"{"creationTimestamp": "2018-04-30T11:23:12.892-07:00", "fingerprint": "JXJqXPXt3vQ=", "gatewayAddress": "10.140.0.1", "id": "1032904139002798591", "ipCidrRange": "10.140.0.0/20", "kind": "compute#subnetwork", "name": "default", "network": "https://www.googleapis.com/compute/v1/projects/joe-test-proj45/global/networks/default", "privateIpGoogleAccess": false, "region": "https://www.googleapis.com/compute/v1/projects/joe-test-proj45/regions/asia-east1", "selfLink": "https://www.googleapis.com/compute/v1/projects/joe-test-proj45/regions/asia-east1/subnetworks/default"}"
organization/660570133860/project/iamql-demo/subnetwork/1034643012345582958/,subnetwork/1034643012345582958,project/iamql-demo,1034643012345582958,subnetwork,0,,,"{"creationTimestamp": "2018-03-06T20:33:06.018-08:00", "fingerprint": "fbD0sAKT0aw=", "gatewayAddress": "10.138.0.1", "id": "1034643012345582958", "ipCidrRange": "10.138.0.0/20", "kind": "compute#subnetwork", "name": "default", "network": "https://www.googleapis.com/compute/v1/projects/iamql-demo/global/networks/default", "privateIpGoogleAccess": false, "region": "https://www.googleapis.com/compute/v1/projects/iamql-demo/regions/us-west1", "selfLink": "https://www.googleapis.com/compute/v1/projects/iamql-demo/regions/us-west1/subnetworks/default"}"
organization/660570133860/project/pso-cicd3/subnetwork/1044348032155521194/,subnetwork/1044348032155521194,project/pso-cicd3,1044348032155521194,subnetwork,0,,,"{"creationTimestamp": "2016-11-18T17:43:33.745-08:00", "fingerprint": "_wdkhHzC0p0=", "gatewayAddress": "10.132.0.1", "id": "1044348032155521194", "ipCidrRange": "10.132.0.0/20", "kind": "compute#subnetwork", "name": "default", "network": "https://www.googleapis.com/compute/v1/projects/pso-cicd3/global/networks/default", "privateIpGoogleAccess": false, "region": "https://www.googleapis.com/compute/v1/projects/pso-cicd3/regions/europe-west1", "selfLink": "https://www.googleapis.com/compute/v1/projects/pso-cicd3/regions/europe-west1/subnetworks/default"}"
organization/660570133860/project/release-testing-1-1-10-b/subnetwork/1059714450153670999/,subnetwork/1059714450153670999,project/release-testing-1-1-10-b,1059714450153670999,subnetwork,0,,,"{"creationTimestamp": "2018-01-29T16:09:28.367-08:00", "fingerprint": "ZBB-SF_Yw4w=", "gatewayAddress": "10.156.0.1", "id": "1059714450153670999", "ipCidrRange": "10.156.0.0/20", "kind": "compute#subnetwork", "name": "default", "network": "https://www.googleapis.com/compute/v1/projects/release-testing-1-1-10-b/global/networks/default", "privateIpGoogleAccess": false, "region": "https://www.googleapis.com/compute/v1/projects/release-testing-1-1-10-b/regions/europe-west3", "selfLink": "https://www.googleapis.com/compute/v1/projects/release-testing-1-1-10-b/regions/europe-west3/subnetworks/default"}"
